domains,entityid,name
"4,29",1519991613673533440,"Querida, Estourei o Cartão!"
"4,29",1521436870177030145,Nothing to Declare
"4,29",1523959611891453952,SBT Brasil
"4,29",1520714831434698752,Gold (& Silver) Digger
"4,29",1523621161396957185,Ted
"4,29",1524493617133330432,The Matrix Resurrections
"4,29",1520359106887839744,I Was En Vogue's Love Slave
"4,29",1519271170935205888,Black Ink Crewtopia
"4,29",1521447947799433216,Paid Programming
"4,29",1523053642412003329,Select Committees
"4,29",1521803141968146432,Show Business
"4,29",1524331662011641856,Marge on the Lam
"4,29",1522335386063712256,Die Another Day
"4,29",1523971555130179584,Paid Programming
"4,29",1519260440026484736,Rachel Interviews Ricciardo
"4,29",1523961157689634816,幸福への選択
"4,29",1523980772704628736,The Convention Conundrum
"4,29",1522883968097394689,Prize Wheel
"4,29",1517820818520043520,Critical Race Theory
"4,29",1522516960499568640,Power Practice
"4,29",1523605005223165952,Cricket's Kapowie!; Car Trouble
"4,29",1518174642166394881,"A Pager, a Club and a Cranky Bag of Wrinkles"
"4,29",1517803887649976322,ABC World News Tonight With David Muir
"4,29",1521445584699154433,Alien Operations
"4,29",1519972090102775808,Gonzo with Jack Saunders
"4,29",1521960216169910272,Four Leeches and a Funeral
"4,29",1522887979903070208,"MuscleBob BuffPants; Squidward, the Unfriendly Ghost"
"4,29",1517806880579497984,Sky News at Nine with Anna Botting
"4,29",1521793240617291776,The News Hour With Mark Austin
"4,29",1523778058406170624,L'Equipe de Greg
"4,29",1523613235919826950,Mon beau sapin
"4,29",1521967389478318080,Les trois petites souris
"4,29",1523606017220636673,To Be Announced
"4,29",1520347111446876161,Mighty Pups Charged Up: Pups Stop a Humdinger Horde; Mighty Pups Charged Up: Pups Save a Mighty Lighthouse
"4,29",1522316706231640069,Phoenix Mercury at Seattle Storm
"4,29",1518888041934299136,White People Renovating Houses
"4,29",1523614798503563264,Ridiculousness
"4,29",1522158364247003136,Hoje em Dia
"4,29",1521434075172511745,Télématin
"4,29",1519776814310191104,The Chase: Celebrity Special
"4,29",1521803633712517122,Jay Rock
"4,29",1519972091625320449,Kylie and Dina
"4,29",1519796781030146048,Your Witness
"4,29",1518176542366466048,CNN Newsroom With Fredricka Whitfield
"4,29",1521447397649309696,The Disaster
"4,29",1519629392594366465,Arkansas: Red-White Spring Game
"4,29",1522523624933974017,Miranda & Cameryn
"4,29",1519977801494843392,Programação IURD
"4,29",1520698159357325312,ニュースウオッチ9
"4,29",1524322635202527232,Tyler Perry's House of Payne
"4,29",1524334822377721857,The Girls Go To Far
"4,29",1518906461140570112,Gum Masters
"4,29",1522890176342544384,Teams TBA
"4,29",1523402964806692864,"Travail au noir, les nouvelles fraudes"
"4,29",1518898295610896384,The Bold and the Beautiful
"4,29",1523973403564122113,La Quot Cstar
"4,29",1519260440018137088,Rachel Interviews Ricciardo
"4,29",1518899879522672640,Paid Programming
"4,29",1519991844213387264,"Sunny Beach, Bulgaria"
"4,29",1523402962793496576,Téléshopping
"4,29",1518163095104868353,Disparition
"4,29",1517805617833934848,An American Girl in Paris (Part Deux)
"4,29",1522525427725594626,W9 hits gold
"4,29",1522321296788316160,The Smurfs 2
"4,29",1523240865849757696,ひるおび
"4,29",1520354858133454848,The Accident
"4,29",1523975147907993600,La Flamme
"4,29",1521086256364408832,A Rift Opens Up! Luffy vs. Jimbei!
"4,29",1519610091036504064,Takeshi's Castle
"4,29",1522163126321369088,Common Enemies
"4,29",1519253470250823680,Diamond in the Rough
"4,29",1521801762402803712,Kay Burley at Breakfast
"4,29",1523245026339217408,The Hangover
"4,29",1521430814772187137,Early Start With Christine Romans and Laura Jarrett
"4,29",1523251556803481600,The Ultimate Action Movies
"4,29",1518164870348173312,SportsCenter
"4,29",1522884922645508097,Day 1
"4,29",1522519991257423872,Coding
"4,29",1524323051923410944,Météo
"4,29",1523969657329229827,Marge in Chains
"4,29",1517818058802286594,Parenthood
"4,29",1519266936110034945,My gay sister
"4,29",1522892344067952640,Jogo Aberto - Debate
"4,29",1521603982388449281,En route pour demain
"4,29",1519610088742264833,Rich Kids Go Skint
"4,29",1518182080097644545,The Dignity of Teeth
"4,29",1523250422214840320,Amor a Primeira Vista
"4,29",1524342210421944320,Harvesting Murder
"4,29",1519981587294609409,Cold Feet
"4,29",1522695302003625984,BBC News at Six
"4,29",1519989981699211265,Bangers and Cash
"4,29",1519264161972166658,New York Giants at Dallas Cowboys
"4,29",1524505418713628672,SFT: Standout Fighting Tournament
"4,29",1524489393079078915,Never Fear Power Outages
"4,29",1517814986642366464,Commencement
"4,29",1518539812663226368,Miami Grand Prix: Chequered Flag
"4,29",1518177421236658178,Band Esporte Clube
"4,29",1524493907500826624,Nuit dehors
"4,29",1518908554412838912,Chameleon -- Part Two
"4,29",1518177896224858114,Chanel and Sterling CCC
"4,29",1518180199396827136,Serial Killer Creatures
"4,29",1522518119234764800,Bom Dia SP
"4,29",1522891463989686273,Erin Burnett OutFront
"4,29",1523251238850097158,The One With the Yeti
"4,29",1519258830881783808,Pocket Listing
"4,29",1518531826049949697,World Sport
"4,29",1521078358209007616,The One With the Screamer
"4,29",1520343662646808576,Faux départ
"4,29",1519617548857212928,"Affaire conclue, tout le monde a quelque chose à vendre"
"4,29",1520706365827604481,Sheshank Redumption
"4,29",1519994375912132609,The Chopper
"4,29",1523962486080172033,SportsCenter
"4,29",1518183683282243585,The Last Temptation of Daley
"4,29",1524341936013729792,Uncle Jokes; Mas Y Menos
"4,29",1521803140722429952,Jornal da Band
"4,29",1519782666966511617,Toy Drive
"4,29",1524337916125745153,Ridiculousness
"4,29",1520698158824579073,夏場所 二日目
"4,29",1519976900243775490,William Shakespeare's Romeo & Juliet
"4,29",1521786552107470848,Tracie & Sammie
"4,29",1522329520669298688,L'Equipe du soir
"4,29",1519994841949646848,Jumpy George
"4,29",1519985797767647232,The Office
"4,29",1523602103427502080,CNN Newsroom with Kim Brunhuber
"4,29",1523612013456334849,To Be Announced
"4,29",1523969970798882816,The Sergeant and the Security Deposit; Alleged Love Affair
"4,29",1519993598577504257,Nichole
"4,29",1518184160283615233,Araseli Esparza
"4,29",1517803006850265088,Richard Hammond's Crazy Contraptions
"4,29",1517801890200752131,"I Martin, Take Thee Pam"
"4,29",1524323426034352131,オレは誰だ? ボクシング 村田諒太
"4,29",1519973327602741248,Melody/Marlin
"4,29",1518171301994663937,On the Line
"4,29",1519629617711091712,Virais da Internet
"4,29",1518890452824461312,La météo
"4,29",1518532132171227136,National Lampoon's Vacation
"4,29",1523960550895407105,スーパーJチャンネル
"4,29",1521082654375833601,Deep Trouble
"4,29",1522326676729827328,A Baby Tooth and the Egyptian God of Knowledge
"4,29",1520352993517838336,Grand Prix of France: MotoE Qualifying
"4,29",1521432629031055361,Disco Dragon
"4,29",1519792528257470466,Sens public
"4,29",1523250421581500417,Adotada #TBT
"4,29",1519266565228703744,True Crime: Identity Theft
"4,29",1519788637017165826,The New Telly
"4,29",1523602100952846336,CNN Newsroom With Pamela Brown
"4,29",1519782666232496129,Baby Stewie
"4,29",1518176305509847042,Le monde sauvage de la dynamique non linéaire
"4,29",1523969658302308353,The Beast With a Billion Backs: Part 1
"4,29",1519986051103612932,Naninha MTV
"4,29",1519258832953769984,Insane in the Mainframe
"4,29",1520353343662485504,BBC News at Six
"4,29",1517811806059655169,Olivia Meets Her Match
"4,29",1518168810838061057,Tmc Meteo
"4,29",1522168763545661440,1989: Iran Barkley v Roberto Duran
"4,29",1523251238703222785,The One With All the Haste
"4,29",1520139031777927169,Emmerdale
"4,29",1518906231989043200,Look Who's Barking
"4,29",1519785934731894784,Budding Ballerinas
"4,29",1523244588768456705,To Be Announced
"4,29",1518892036794986496,Last Week Tonight With John Oliver
"4,29",1521440414774939648,Adotada #TBT
"4,29",1521951869408473088,La croisée des chemins
"4,29",1518902043146002432,Pink Eye
"4,29",1518902617673412608,Mort au bluff
"4,29",1523964293024141313,Minuto do Casamento
"4,29",1523620948934467584,Cheaters
"4,29",1524341318100475904,Almost Famous
"4,29",1523980992460951553,Get Up
"4,29",1518162163264724992,First Look: Pasta La Vista
"4,29",1518165602233241602,I Found Your Mustache
"4,29",1522160564847267851,Angoisses
"4,29",1518177421236727808,Band Esporte Clube
"4,29",1518891148604977152,SportsCenter
"4,29",1524322824495583233,DAIGOも台所 ～きょうの献立 何にする?～
"4,29",1519796781369872384,Old Dog With New Tricks
"4,29",1522161272791347200,Globo Esporte
"4,29",1522695304620900352,Weather for the Week Ahead
"4,29",1523981948720345089,The Wayans Bros.
"4,29",1521803976181645312,Programme à communiquer
"4,29",1522156751906164737,Good Morning Football
"4,29",1521803633716699136,Kelly Rowland
"4,29",1518176726127316992,Bon baiser de Gaby
"4,29",1520353864242720769,Teleshopping
"4,29",1523603217837293568,The Twilight Saga: Eclipse
"4,29",1518540557995298817,Friends
"4,29",1523241590516424705,"Rory McIlroy, Part 1"
"4,29",1524340157981155328,Ancient Aliens: Declassified
"4,29",1519992628418211840,Chocolate Souffle
"4,29",1521427240101113856,Member Berries
"4,29",1519617807633174528,Le chant libre
"4,29",1523604484970074113,Sky News
"4,29",1523605005223153667,Friend Con; Flimflammed
"4,29",1518894432182890496,Bus / Mum School / Piggyback
"4,29",1518182080345108480,Pigmalion
"4,29",1521066957964865536,#1206
"4,29",1517801889814917121,Glass Ceiling
"4,29",1521962862519848960,"The Good, The Bad and the Ugly"
"4,29",1520708514989051904,YOUは何しに日本へ?
"4,29",1523969295033663488,Happy Endings
"4,29",1521081197551505408,Don't Bury This Case
"4,29",1519612233285705728,Top chef
"4,29",1517815299537465344,Exchange Rate
"4,29",1519619532041510914,Waste Mis-Management
"4,29",1519978852985950209,Sky News Today
"4,29",1518705033805672448,19/20 : Journal régional
"4,29",1522891464807571456,CNN Newsroom Live
"4,29",1523969656414867458,Paid Programming
"4,29",1519625379408793600,Les bleus de la honte
"4,29",1519252846658547712,Speed 2: Cruise Control
"4,29",1517803181413068806,TPMP ouvert à tous
"4,29",1519630594895867904,Dancing for Me
"4,29",1520348487124103168,FriDre Night Lights
"4,29",1521793727315931138,Freaky Fowl Day
"4,29",1521802040988499970,L'Art du spoiler
"4,29",1520699040433721344,#6 嘘には二種類ある。過去に関する事実上の嘘と未来に関する権利上の嘘である。
"4,29",1519619246044504065,Highlights
"4,29",1521960213296820225,Five Star Fish
"4,29",1523239194536996864,Beachfront Inn & Inlet
"4,29",1524334173191770114,Early Kick- Off: May 2022
"4,29",1520701767809310720,La footballeuse
"4,29",1518161950877777920,SBT Brasil
"4,29",1517815995145986048,Les Marseillais au Mexique
"4,29",1520341002917081088,First Round
"4,29",1522528756924960768,Dueling and Dealing
"4,29",1522335141984567296,The Anything Can Happen Recurrence
"4,29",1522513187718893575,#6
"4,29",1522519708351688704,Shakedown
"4,29",1524489392798142464,"HairClub. Regrow, Replace, Restore your Hair"
"4,29",1522685021311492096,Bella & Bubbles and Molly & Bonny
"4,29",1518528734541668353,Up-and-Coming Adult
"4,29",1521801151087210497,La Quot Cstar
"4,29",1522157885819547649,Live From the PGA Championship
"4,29",1520343398607032327,Un si grand soleil
"4,29",1522894928338071552,Mind Games
"4,29",1522163128351412224,Obsession
"4,29",1523962286611714048,NewsCenter 5 at 5:00
"4,29",1521605436104863745,A Mountaineer Like No Other
"4,29",1517809567312228352,Body of Evidence
"4,29",1523958586132492288,Kianna
"4,29",1519991842665684993,Autumn Renovation
"4,29",1520336616903958528,Si nos dejan
"4,29",1522877433262710784,Please Don't Feed the Animals
"4,29",1519633153278709760,Death of the Virgin
"4,29",1523598595504545792,The Robbery
"4,29",1521434075172511744,Télématin
"4,29",1519796780128358401,The Odds Couple
"4,29",1523607290326048768,Where the Blood Drops
"4,29",1518533333923229701,Chennai Super Kings v Delhi Capitals
"4,29",1520341236774625280,Twenty-Something Girls vs. Thirty-Something Women
"4,29",1520358375749390337,The Guitarist Amplification
"4,29",1519616641318801408,The Early Rundown
"4,29",1522335143242833922,The Grand Chancellor and a Den of Sin
"4,29",1522894693029228544,19/20 : Journal national
"4,29",1520351150158925824,Vengeance de femme
"4,29",1519614785309921281,Promised Land
"4,29",1522155497951940608,Food Unwrapped
"4,29",1519256579823923201,Bom Dia Brasil
"4,29",1522893913366745088,Modern Wheels or Classic Steals
"4,29",1523246815721582592,Stop Search Seize
"4,29",1524334173644677122,Sky Sports News
"4,29",1521078905259446273,Une journée pleine de promesses
"4,29",1522514941063811072,Fred Couples - Boom Boom
"4,29",1524333992014622720,Mamans & célèbres
"4,29",1523257345593147392,#休暇今井
"4,29",1522163127122505728,Stop Search Seize
"4,29",1521798465025568768,Court Cam
"4,29",1521593110291124225,Demi-finale: RC Toulon - Saracens
"4,29",1519619532041572352,Runaway Love
"4,29",1519988972943933441,Chanel and Sterling CCXCIII
"4,29",1521074624452124672,WBZ This Morning 7a
"4,29",1522695304373432320,The One Show
"4,29",1517805618202963968,Home Sweet Home?
"4,29",1520358069519060992,Light Heavy Hitters
"4,29",1519974867541495809,Llanelli: Christine
"4,29",1518538506452099072,WBZ This Morning 5a
"4,29",1521066091681751041,ニュース845
"4,29",1518702956282974208,L'Équipe Moteur : Direct Auto Express
"4,29",1518550962947780608,Inspiring America: The 2022 Inspiration List
"4,29",1522896661915217926,"First Thing We Do, Let's Kill All the Lawyers"
"4,29",1517804246736941056,Path to the Draft
"4,29",1523414725014417408,The Rising
"4,29",1521435133273772032,The Kelly Clarkson Show
"4,29",1522514384039202817,Gone in Sixty Seconds
"4,29",1522531137884590080,Return to St. Augustine
"4,29",1522685024780230657,Three Men and a Baby
"4,29",1524324262797996032,#6
"4,29",1519267562600550400,Missouri Football Spring Game
"4,29",1520349536283070464,Dude Ranch
"4,29",1519260754582507520,Who Shot Mr. Burns? (Part One)
"4,29",1522167262534197248,Terminator 2: Judgment Day
"4,29",1520146400746508288,What if I Go Wrong In Front Of An Audience?
"4,29",1519984203076579329,Bad Hand and British Royalty
"4,29",1520349537356840960,A Bedtime Story
"4,29",1522693900552470529,Petits revenus complémentaires
"4,29",1520708752709537793,Familles nombreuses : la vie en XXL
"4,29",1524503745748340739,Uncle Ragu
"4,29",1522335386185338880,Looking for Mr. Goodtime
"4,29",1518172847058800641,Amy & Trisha's Sibling Getaway
"4,29",1518910755990478849,Meet the Press
"4,29",1519618710910029824,Reunion Part 1
"4,29",1523974279586467841,Bon voyage !
"4,29",1523606465226756096,The Tea Is Served
"4,29",1518546973862682626,The Voice Kids
"4,29",1523962629810655232,Sights and Sounds of the Season
"4,29",1517817814391816198,BBC News
"4,29",1523962629265362944,Running Back
"4,29",1521081444596011008,Mock the Week
"4,29",1520353346720202752,World Business Report
"4,29",1520348202104287232,Silverstone
"4,29",1519987372665937920,Huis clos meurtrier
"4,29",1522892343904329728,1001 Perguntas
"4,29",1523248838865129472,Spain: Race
"4,29",1521084777515741184,Williams vs. Williams
"4,29",1518172845922168833,Paid Programming
"4,29",1518902617664942081,Une mort à la une
"4,29",1522521261099810817,The Etiquette of Friendship
"4,29",1523969656419016705,Paid Programming
"4,29",1523599986650353664,66 minutes : Grand format
"4,29",1518894831950467072,Le mesurage du logement de la loi Carrez
"4,29",1522162281198485504,A Squire's Riches
"4,29",1520143035794788352,Iron Age Remains
"4,29",1523966869312442368,To Be Announced
"4,29",1523244588785278977,To Be Announced
"4,29",1518705033033904128,Appassionata
"4,29",1518183865294082048,Lawnmower Dog
"4,29",1521801151481466883,Top clip
"4,29",1521063887201656832,TMZ
"4,29",1524332997385670656,Porous Pockets; Choir Boys
"4,29",1519252107978678272,NFL Total Access
"4,29",1520138049589370880,Freeze the Fear with Wim Hof
"4,29",1519615391382659073,Daily Pop
"4,29",1519267561996574721,Catholics vs. Convicts
"4,29",1518904985882267648,Assets
"4,29",1521788701759574016,La dernière illusion
"4,29",1520701493220839427,Royal Challengers Bangalore v Gujarat Lions
"4,29",1519263532159672320,Les Propos démesurés de Sheldon
"4,29",1522886199865618432,Nothing to Declare
"4,29",1522517898756952065,The Trick Is to Keep Breathing
"4,29",1520357012030205952,Fishing
"4,29",1522892109123964928,The Vanishing
"4,29",1521441009497911296,Nuit Hip-hop
"4,29",1523599985249378305,E=M6
"4,29",1522529389442863104,The Art of Art Deco
"4,29",1519991844213460993,"Larnaca, Cyprus"
"4,29",1522163818989703169,The Talk
"4,29",1523250164877602816,A Bear and a Bladder Infection
"4,29",1518892036107083777,Ben Mendelsohn
"4,29",1521443370236665856,Ridiculousness
"4,29",1521432359173713920,Bangalore: February 2011
"4,29",1522897354105376769,"My Daughter's Boyfriend Has Been Arrested for Domestic Battery Twice, but She Refuses to Leave Him"
"4,29",1518894429590884352,Impopstar; Football Camp
"4,29",1524330417825849344,Sign Here
"4,29",1522511848582443008,Le 1945
"4,29",1519974242086916097,Météo
"4,29",1523961787707641857,Visions
"4,29",1518162662483365888,Meet the Cousins
"4,29",1521965334839709696,The World's Strongest Man
"4,29",1520340090018402304,New Day With John Berman and Brianna Keilar
"4,29",1524342816775700483,The World's Toughest Gameshow
"4,29",1520509634569654272,Bagging a Killer
"4,29",1523612644141281280,The One in Vegas
"4,29",1522335142378827779,The Status Quo Combustion
"4,29",1520353616132943872,You Will Hurt Him
"4,29",1520701767809335296,Coco Bans
"4,29",1519427510508814338,Le Train Fantome De La Sierra Perdida
"4,29",1522163126556250116,Labor Days
"4,29",1519610882325553152,The Airport
"4,29",1521447948223016960,The Taunt; Death in Deadwood
"4,29",1523610230055047173,Lewis's Secret Cinema: Silverstone
"4,29",1523258696356163588,"Spain Grand Prix, Qualifying"
"4,29",1519266933866082304,"Les bienveillantes, de Jonathan Littell"
"4,29",1522896304711499776,真相報道バンキシャ!
"4,29",1519260165454790656,The One With All the Jealousy
"4,29",1519633405373153280,NBC 10 Boston News at 11pm
"4,29",1522531996148195328,A Kick-Ass Risky Business Party
"4,29",1520351150645469185,Programmes de nuit
"4,29",1517811241380548609,King Bull
"4,29",1522166114783924224,Early Kick- Off: May 2022
"4,29",1520146405045665792,Baby Tooth
"4,29",1523963048679018496,Nスタ
"4,29",1522152560588517376,Skip and Shannon: Undisputed
"4,29",1519613424174395393,テレビショッピング
"4,29",1521800266445557761,Never Fear Power Outages
"4,29",1519615811563835392,2014: Lancashire Lightning v Yorkshire Vikings
"4,29",1522883968101609472,"California, Part 2"
"4,29",1521241249721708544,AUDL: New York Empire at Boston Glory
"4,29",1520717558881480704,Bride Wars
"4,29",1517810922613395457,And the Wiener Is ...
"4,29",1524326959697694720,Une saison au zoo
"4,29",1521077530123390977,Adotada #TBT
"4,29",1523607290208653316,Ghost in the Machine
"4,29",1519260753907228673,Paid Programming
"4,29",1521433683881734144,Coned
"4,29",1522510499966963712,Insheeption
"4,29",1520138051065761792,Opposites
"4,29",1523240294153555968,"NCAA Tournament, Regional: Teams TBA"
"4,29",1519972489769590785,TMZ Live
"4,29",1522159897307058179,Impopstar; Football Camp
"4,29",1524336555619323904,New Day With John Berman and Brianna Keilar
"4,29",1521960213095493633,The Giving Peach
"4,29",1522893912653787136,Reykjavik
"4,29",1521072481821331456,Hollywood Forever Cemetery
"4,29",1520156616531726338,Episode 27: Reversion
"4,29",1521802277979258880,CNN Newsroom With Alisyn Camerota and Victor Blackwell
"4,29",1518542542073057280,Flight of the Stinkwing
"4,29",1518169847745576960,Talking Politics
"4,29",1520139031136247808,Top Town of the North
"4,29",1521786551629275136,Teleshopping
"4,29",1523610946517618690,Celui qui n'avait pas le moral
"4,29",1521438582241579008,The One With the Apothecary Table
"4,29",1523605427849596930,Tout le monde a son mot à dire
"4,29",1522877864453935104,Châtel-guyon
"4,29",1519776814310182912,Isle of Wight
"4,29",1522877126831001600,This Is BBC TWO
"4,29",1523238934938935296,ニュースウオッチ9
"4,29",1522884700116717569,Stockholm
"4,29",1520338937742462976,Familles nombreuses : la vie en XXL
"4,29",1520344158606532608,Conversa com Bial
"4,29",1521789077518913536,フーチャンプルーの涙
"4,29",1517817169089769472,Lavar Ball
"4,29",1522525005266923520,L'infidélité de trop
"4,29",1522516957144043520,Snow Day Shenanigans
"4,29",1521439574227972097,Argenteuil : 110 pompiers dans l'enfer urbain
"4,29",1521427242223423489,Crimes of the Hot
"4,29",1521807083523387392,Hollywoodland
"4,29",1517800937783390209,The Boyfriend
"4,29",1522899710956085248,NBC 10 Boston News at 5:00pm
"4,29",1519627729255104513,Laguna Seca
"4,29",1520512901450137600,The Giggity Wife
"4,29",1517819545183948800,Paid Programming
"4,29",1522533191327764481,NBC Nightly News With Lester Holt
"4,29",1523969296400982017,Nothing to Declare
"4,29",1522167570522025984,Teleshopping
"4,29",1522335140856303616,Shorts
"4,29",1522173713990389760,The Console
"4,29",1521079142208262145,State of the Union With Jake Tapper and Dana Bash
"4,29",1521786551172100096,Drag Fish Tank
"4,29",1519993046586200064,Bumgorf
"4,29",1522515183393861632,Downton Abbey
"4,29",1518184634109947905,NBC 10 Boston Weekend Today at 8:00am
"4,29",1522165185707868161,Best Of 2021: Loop 2
"4,29",1523238934938931200,宇宙への挑戦 夢と悪夢 天才たちの頭脳戦
"4,29",1519623646502735872,Paid Programming
"4,29",1517812120242466816,Parking Wars
"4,29",1518888498916323328,Pillow Talk: You Give Love a Bad Name
"4,29",1523977619263295489,Météo à la carte
"4,29",1521795064866885632,Conversa com Bial
"4,29",1521802040761978883,Crimes et faits divers : la quotidienne
"4,29",1519788638023786502,At Bertram's Hotel
"4,29",1518174642631966720,Heating Fail & Silent Auction Showdown
"4,29",1521800267708047361,Celebs Share Health Secrets
"4,29",1521438373553917953,Joyce Meyer Enjoying Everyday Life
"4,29",1523963049081671681,THE TIME'
"4,29",1524322823317032960,バラバラ大作戦 野田レーザーの逆算
"4,29",1518527506424340480,Falesha & Jacqueline
"4,29",1522158365022990336,Jornal da Record - 24h
"4,29",1519981068853530624,Turtle Tunes
"4,29",1523969971868512256,The Price Is Right
"4,29",1521809389174226944,Lasagna
"4,29",1522518323719680000,Weekend at Brandy's
"4,29",1518692599640469504,Best of 25
"4,29",1518907658857635851,"Russian Mercenaries & Treat, Release, Repeat"
"4,29",1519266564163325952,Couples Retreat
"4,29",1523053107935993861,ハーフタイムツアーズ
"4,29",1523615320505675776,To Be Announced
"4,29",1517810563132256256,Paramedics
"4,29",1519788637017182208,Boxing Day Social
"4,29",1523778660972449792,Le Grand Journal
"4,29",1520359327416037376,Fast & Furious Presents: Hobbs & Shaw
"4,29",1520345171606401024,Dollars and Sense
"4,29",1519623900484702208,De Férias com o Ex Brasil
"4,29",1522313072957812738,Global Video Premiere: Lady Gaga
"4,29",1519986052659785728,MTV Hits
"4,29",1519986554856349696,Top CStar
"4,29",1522531997763072001,The Pirate Solution
"4,29",1520351386931654656,New Day With John Berman and Brianna Keilar
"4,29",1521792191303020545,Jornal da Record
"4,29",1520344890114150400,Day 1
"4,29",1520706688646455296,CBS Saturday Morning
"4,29",1520146401149145088,Pups Get Skunked
"4,29",1524325298975608832,ラヴィット!
"4,29",1520700656645935104,"Zambie, ainsi va la vie"
"4,29",1519617150083690496,Quitting Cold Koala
"4,29",1519262055374606337,Tudão MTV
"4,29",1522528755410882562,The Barbarian Spatha
"4,29",1520345580106502145,Petting Farm
"4,29",1520154844614471681,Avoid the Chinese Mustard
"4,29",1522524421075791873,The One With the Ball
"4,29",1519988271685640192,Champions League Weekly
"4,29",1519611801326931969,I Would Dye For You
"4,29",1522898512349859841,The Friendship Turbulence
"4,29",1521079787724279808,Grand prix de France
"4,29",1522515423584919555,Programação IURD
"4,29",1519262972442337280,The One With the Race Car Bed
"4,29",1521791954421358592,Australia
"4,29",1523255702348738562,Coin Collecting with Mike Mezack
"4,29",1519264424728559616,Open Bar
"4,29",1522165185703596033,Best Of 2021: Loop 1
"4,29",1519251258388799488,Les 12 coups de midi
"4,29",1519266565228691456,True Crime: Identity Theft
"4,29",1521431927055560704,The Feud
"4,29",1524323050568568835,On a lavé la voiture
"4,29",1521070263613329409,Press Preview
"4,29",1517806498910400512,Jazz Piano Gold
"4,29",1519978852985962496,Sky News Today
"4,29",1522165474045300736,Here Comes Treble
"4,29",1521793729094332417,Copycat
"4,29",1523766513987047426,La course de cerceaux
"4,29",1521797922588790785,Nature Pants; Opposite Day
"4,29",1521801450401107969,The One With Chandler's Work Laugh
"4,29",1521799226820243456,Under Eye Bags? SOLUTION!
"4,29",1520341460851200001,Jornal da Record
"4,29",1523618431961952259,Big Love
"4,29",1524332789360857100,Court Cam
"4,29",1522695304620896257,Morning Live
"4,29",1522882997040533504,Roll Models
"4,29",1522169947173974021,UEFA Champions League Magazine
"4,29",1521805433698062336,"Ma ville, notre idéal"
"4,29",1519981586858401792,Morning Express With Robin Meade
"4,29",1522514941088911366,Loopers - The Caddie's Long Walk
"4,29",1519256773684699136,Watch What Happens Live With Andy Cohen
"4,29",1521807699695923201,The Yolk's on You; Baby Gate
"4,29",1524329129528623105,To Be Announced
"4,29",1524505605171388416,Ultimate Strongman World Championship
"4,29",1524335076107980801,To Be Announced
"4,29",1518173607909756928,Product Recall
"4,29",1518906616342454272,"America East Tournament, Championship: Maryland-Baltimore County vs. Vermont"
"4,29",1521802040761929728,Crimes et faits divers : la quotidienne
"4,29",1523259735700492289,Cheaters
"4,29",1523598189986664448,Jig and Jiggle
"4,29",1520716714668748800,Snuggle Time
"4,29",1522510098131656704,Never Fear Power Outages
"4,29",1518887642913378304,RightThisMinute
"4,29",1520344890114134017,Day 1
"4,29",1523765214792937472,America's Funniest Home Videos
"4,29",1518888043159060480,Angry Andy
"4,29",1522321299317530624,The School of Rock
"4,29",1519266937498263552,Épisode 4536
"4,29",1519629392590241794,Jackson State Spring Game
"4,29",1523979472596201472,Diavoli
"4,29",1521795064657154049,Pantanal
"4,29",1522159398306516993,Sky News
"4,29",1522893911772962816,American Muscle
"4,29",1524320916678733824,To Be Announced
"4,29",1522676655751188480,Compilation 38
"4,29",1524512039808299008,"Gladys Knight, O'Jays, Commodores"
"4,29",1522163492735700992,Obsoletely Fabulous
"4,29",1522685024297906177,Jeremy Vine
"4,29",1522335861936775168,Briana Rios
"4,29",1523980770406060035,A House for Sale and Serious Woman Stuff
"4,29",1519780693429039104,Jazz UK: Spitting Fire
"4,29",1521809666447011840,My Wife and Kids
"4,29",1523251238707482624,The One Hundredth
"4,29",1521433209862385664,Sky News at Nine with Anna Botting
"4,29",1520357849360076800,The Stag Convergence
"4,29",1518698477361844227,No Weenies Allowed; Squilliam Returns
"4,29",1520149514471940096,サンデーテレショップ
"4,29",1524328038778822656,Try Again Tart; Pie Pressure
"4,29",1523610522565849089,Paid Programming
"4,29",1523248376485085185,Dying Declaration; One Last Score
"4,29",1521788275366645763,Don't Cross That Bridgette
"4,29",1522692688159526914,BBC News
"4,29",1519986252644163584,Oh! To Be in England
"4,29",1522520676715810816,The Bold and the Beautiful
"4,29",1518536907541520385,Runaway Love
"4,29",1521229574763257856,ヨーロッパの教会
"4,29",1520358638421897216,The Gadget Lovers
"4,29",1521786552375906304,"The Hyperventilator, No-Class Diva, The Exterminator, Bug Bomb"
"4,29",1523969018004054016,Speed School
"4,29",1523962487296520192,NFL Live
"4,29",1519259155759964167,My Husband Can't Control His Violent Temper
"4,29",1522532943918342144,Blink wire-free home security cameras help protect what matters
"4,29",1522896120598343680,Homes Under the Hammer
"4,29",1524328039575740416,Simpleman
"4,29",1522335385975619585,Unwind with ITV
"4,29",1522335387607130116,Aussie Lobster Men
"4,29",1522327265593335808,Women's Championship
"4,29",1519261795873001473,Boys' Night
"4,29",1524332790854012928,Darrell Sheets the Bed
"4,29",1521791708173717504,Emeril's Air Fryer Secret + FREE PANS
"4,29",1520345714944974850,SIGN OFF
"4,29",1523599578611666944,Old School vs. New School
"4,29",1519611118334869504,Primeiro Impacto
"4,29",1520356052977414145,Cherry's Salsa Class
